pair_id,split,label,pair_type,mutation,first_document_id,second_document_id,first_topic,second_topic,first_text,second_text
test-00011,test,1,near_duplicate,add_sentence,doc-0276,doc-0276-variant,work,work,"Automatisierung reduziert wiederkehrende manuelle Tätigkeiten. Pausen und feste Arbeitszeiten helfen, langfristig leistungsfähig zu bleiben. Regelmäßige Gespräche verbessern die Zusammenarbeit im Team. Die Qualität eines Ergebnisses wird anhand vorher definierter Kriterien geprüft. Wissen wird in verständlichen Dokumenten für andere festgehalten. Rückfragen werden möglichst früh und konkret formuliert. Das Team bespricht am Morgen die wichtigsten Aufgaben des Tages.","Automatisierung reduziert wiederkehrende manuelle Tätigkeiten. Pausen und feste Arbeitszeiten helfen, langfristig leistungsfähig zu bleiben. Regelmäßige Gespräche verbessern die Zusammenarbeit im Team. Die Qualität eines Ergebnisses wird anhand vorher definierter Kriterien geprüft. Ein kurzes Protokoll hält Entscheidungen und offene Punkte fest. Wissen wird in verständlichen Dokumenten für andere festgehalten. Rückfragen werden möglichst früh und konkret formuliert. Das Team bespricht am Morgen die wichtigsten Aufgaben des Tages."
test-00012,test,0,easy_negative_different_topic,none,doc-0276,doc-0283,work,environment,"Automatisierung reduziert wiederkehrende manuelle Tätigkeiten. Pausen und feste Arbeitszeiten helfen, langfristig leistungsfähig zu bleiben. Regelmäßige Gespräche verbessern die Zusammenarbeit im Team. Die Qualität eines Ergebnisses wird anhand vorher definierter Kriterien geprüft. Wissen wird in verständlichen Dokumenten für andere festgehalten. Rückfragen werden möglichst früh und konkret formuliert. Das Team bespricht am Morgen die wichtigsten Aufgaben des Tages.","Viele Haushalte trennen Papier, Glas und Bioabfall. Naturnahe Flächen bieten Insekten und Vögeln wichtigen Lebensraum. Solaranlagen liefern auch an kühlen Tagen elektrische Energie. Kleine Veränderungen im Alltag senken den persönlichen Energieverbrauch. Die Messstation erfasst Luftqualität und Lärm zu verschiedenen Tageszeiten. Regionale Produkte vermeiden lange Transportwege."
test-00013,test,1,near_duplicate,case_punctuation,doc-0244,doc-0244-variant,health,health,Gesundheitsdaten sollten vertraulich und nachvollziehbar verarbeitet werden. Eine gute Körperhaltung entlastet Rücken und Schultern. Ein realistischer Trainingsplan verhindert unnötige Überlastung. Sauberes Trinkwasser ist eine wichtige Grundlage der Gesundheit. Kleine Gewohnheiten sind oft leichter dauerhaft umzusetzen. Soziale Kontakte wirken sich positiv auf das Wohlbefinden aus.,gesundheitsdaten sollten vertraulich und nachvollziehbar verarbeitet werden. eine gute körperhaltung entlastet rücken und schultern. ein realistischer trainingsplan verhindert unnötige überlastung. sauberes trinkwasser ist eine wichtige grundlage der gesundheit. kleine gewohnheiten sind oft leichter dauerhaft umzusetzen. soziale kontakte wirken sich positiv auf das wohlbefinden aus.
test-00014,test,1,near_duplicate,replace_words,doc-0282,doc-0282-variant,technology,technology,Die Architektur trennt Geschäftslogik und Benutzerschnittstelle. Das Entwicklungsteam überwacht die Anwendung mit automatisierten Metriken. Ein Versionssystem dokumentiert jede Änderung am Quellcode. Die Konfiguration wird getrennt vom Programmcode verwaltet. Der Dienst verarbeitet viele kleine Anfragen parallel. Ein Cache verkürzt die Antwortzeit bei häufigen Abfragen. Die Anwendung kann einzelne Module unabhängig aktualisieren. Eine Warteschlange entkoppelt langsame Hintergrundaufgaben.,Die Architektur trennt Geschäftslogik und Benutzerschnittstelle. Das Entwicklungsteam überwacht die Anwendung mit automatisierten Metriken. Ein Versionssystem dokumentiert jede Änderung am Quellcode. Die Konfiguration wird getrennt vom Programmcode verwaltet. Der Dienst verarbeitet viele kompakte Anfragen parallel. Ein Cache verkürzt die Antwortzeit bei häufigen Abfragen. Die Anwendung kann einzelne Module unabhängig aktualisieren. Eine Warteschlange entkoppelt langsame Hintergrundaufgaben.
test-00015,test,1,near_duplicate,reorder_sentences,doc-0298,doc-0298-variant,culture,culture,Das Theater verbindet klassische Texte mit moderner Bühnentechnik. Literatur kann gesellschaftliche Konflikte aus ungewohnter Sicht zeigen. Kulturelle Angebote schaffen Räume für gemeinsame Erfahrungen. Eine Führung erklärt die Entstehung ausgewählter Bilder. Die Besucher diskutieren nach der Vorstellung über ihre Eindrücke. Digitale Sammlungen machen seltene Dokumente leichter zugänglich. Die Gestaltung eines öffentlichen Platzes prägt das Leben im Viertel. Ein Übersetzer muss Bedeutung und Ton des Originals berücksichtigen.,Das Theater verbindet klassische Texte mit moderner Bühnentechnik. Literatur kann gesellschaftliche Konflikte aus ungewohnter Sicht zeigen. Eine Führung erklärt die Entstehung ausgewählter Bilder. Kulturelle Angebote schaffen Räume für gemeinsame Erfahrungen. Die Besucher diskutieren nach der Vorstellung über ihre Eindrücke. Digitale Sammlungen machen seltene Dokumente leichter zugänglich. Die Gestaltung eines öffentlichen Platzes prägt das Leben im Viertel. Ein Übersetzer muss Bedeutung und Ton des Originals berücksichtigen.
test-00016,test,1,near_duplicate,delete_words,doc-0245,doc-0245-variant,travel,travel,Der Zug erreicht den Hauptbahnhof am frühen Nachmittag. Der Reiseführer erklärt die Geschichte der wichtigsten Gebäude. Das Wetter kann sich in den Bergen innerhalb kurzer Zeit ändern. Lokale Märkte bieten regionale Speisen und handwerkliche Produkte. Das Hotel liegt in der Nähe des historischen Stadtzentrums. Mit einer Tageskarte lassen sich Busse und Bahnen flexibel nutzen.,Der Zug erreicht den Hauptbahnhof am frühen Nachmittag. Der erklärt die Geschichte der wichtigsten Gebäude. Das Wetter kann sich in den Bergen innerhalb kurzer Zeit ändern. Märkte bieten regionale Speisen und handwerkliche Produkte. Das Hotel in der Nähe des historischen Stadtzentrums. Mit einer Tageskarte lassen sich Busse und Bahnen flexibel nutzen.
test-00017,test,1,near_duplicate,combined_light,doc-0260,doc-0260-variant,daily_life,daily_life,Das Paket kann am Abend in einer Abholstation abgeholt werden. Der Bus fährt werktags alle zehn Minuten. Am Morgen öffnet die Bäckerei bereits vor sieben Uhr. Die Familie plant die Einkäufe für die gesamte Woche. Eine Einkaufsliste verhindert unnötige spontane Käufe. Vor dem Urlaub werden Fenster und elektrische Geräte kontrolliert. Kleine Reparaturen werden möglichst früh erledigt. Am Wochenende wird das Fahrrad gründlich gereinigt. Die Nachbarn teilen sich einige selten benötigte Werkzeuge.,Das Paket kann am Abend in einer Abholstation abgeholt werden. Am öffnet die Bäckerei bereits vor sieben Uhr. Der Bus fährt werktags alle zehn Minuten. Die Familie plant die Einkäufe für die gesamte Woche. Eine Einkaufsliste verhindert unnötige spontane Käufe. Vor dem Urlaub werden Fenster und elektrische Geräte kontrolliert. Reparaturen werden möglichst rechtzeitig erledigt. Am Wochenende wird das Fahrrad gründlich gereinigt. Die Nachbarn teilen sich einige selten benötigte Werkzeuge.
test-00018,test,0,hard_negative_same_topic,none,doc-0285,doc-0275,travel,travel,Der Reiseführer erklärt die Geschichte der wichtigsten Gebäude. Eine Reservierung ist in der Hauptsaison oft sinnvoll. Die Wanderroute führt durch einen ruhigen Wald und entlang eines Sees. Die Gruppe plant genügend Zeit für unerwartete Verzögerungen ein. Das Hotel liegt in der Nähe des historischen Stadtzentrums. Reisende prüfen vor der Abfahrt die aktuelle Verbindung. Das Wetter kann sich in den Bergen innerhalb kurzer Zeit ändern. Mit einer Tageskarte lassen sich Busse und Bahnen flexibel nutzen. Ein kleiner Rucksack erleichtert den Wechsel zwischen mehreren Verkehrsmitteln.,Eine Reiseversicherung deckt bestimmte unvorhergesehene Kosten ab. Am Abend besuchen die Gäste ein kleines Konzert im Freien. Mit einer Tageskarte lassen sich Busse und Bahnen flexibel nutzen. Der Zug erreicht den Hauptbahnhof am frühen Nachmittag. Das Wetter kann sich in den Bergen innerhalb kurzer Zeit ändern. Eine digitale Karte funktioniert auch ohne aktive Internetverbindung. Die Gruppe plant genügend Zeit für unerwartete Verzögerungen ein. Reisende prüfen vor der Abfahrt die aktuelle Verbindung.
test-00019,test,1,near_duplicate,delete_words,doc-0242,doc-0242-variant,technology,technology,Der Dienst verarbeitet viele kleine Anfragen parallel. Ein klarer Vertrag zwischen Modulen verhindert unnötige Abhängigkeiten. Protokolle helfen bei der Suche nach seltenen Fehlern. Eine stabile Schnittstelle erleichtert die Integration neuer Komponenten. Eine Warteschlange entkoppelt langsame Hintergrundaufgaben. Die Anwendung kann einzelne Module unabhängig aktualisieren. Automatisierte Tests prüfen zentrale Funktionen vor jeder Veröffentlichung.,Der Dienst verarbeitet viele kleine Anfragen parallel. Ein klarer Vertrag zwischen Modulen verhindert unnötige Abhängigkeiten. Protokolle helfen bei der Suche nach Fehlern. Eine stabile Schnittstelle erleichtert die Integration neuer Komponenten. Eine Warteschlange entkoppelt langsame Hintergrundaufgaben. Die Anwendung kann einzelne Module aktualisieren. Automatisierte Tests prüfen Funktionen vor jeder Veröffentlichung.
test-00020,test,1,near_duplicate,combined_light,doc-0252,doc-0252-variant,technology,technology,"Ein klarer Vertrag zwischen Modulen verhindert unnötige Abhängigkeiten. Der Dienst verarbeitet viele kleine Anfragen parallel. Messwerte zeigen, an welcher Stelle die meiste Zeit verloren geht. Die Konfiguration wird getrennt vom Programmcode verwaltet. Protokolle helfen bei der Suche nach seltenen Fehlern. Eine stabile Schnittstelle erleichtert die Integration neuer Komponenten. Automatisierte Tests prüfen zentrale Funktionen vor jeder Veröffentlichung. Die Architektur trennt Geschäftslogik und Benutzerschnittstelle. Große Datenmengen werden schrittweise statt vollständig im Speicher verarbeitet.","Ein klarer Vertrag zwischen Modulen verhindert unnötige Abhängigkeiten. Der Dienst verarbeitet viele kompakte Anfragen parallel. Messwerte zeigen, an welcher Stelle die meiste Zeit verloren geht. Die Konfiguration wird getrennt vom Programmcode verwaltet. Protokolle helfen bei der Suche nach seltenen Fehlern. Eine Schnittstelle erleichtert die Integration neuer Komponenten. Tests prüfen zentrale Funktionen vor jeder Veröffentlichung. Umfangreiche Datenmengen werden schrittweise statt vollständig im Speicher verarbeitet. Die Architektur trennt Geschäftslogik und Benutzerschnittstelle."
test-00021,test,0,easy_negative_different_topic,none,doc-0300,doc-0292,daily_life,technology,Am Morgen öffnet die Bäckerei bereits vor sieben Uhr. Am Wochenende wird das Fahrrad gründlich gereinigt. Gemeinsame Mahlzeiten bieten Zeit für ruhige Gespräche. Nach dem Essen wird die Küche gemeinsam aufgeräumt. Die Familie plant die Einkäufe für die gesamte Woche. Das Paket kann am Abend in einer Abholstation abgeholt werden. Der Bus fährt werktags alle zehn Minuten. Ein fester Platz für Schlüssel spart täglich Zeit. Vor dem Urlaub werden Fenster und elektrische Geräte kontrolliert.,Die Daten werden verschlüsselt übertragen und nur kurz zwischengespeichert. Die Architektur trennt Geschäftslogik und Benutzerschnittstelle. Das Entwicklungsteam überwacht die Anwendung mit automatisierten Metriken. Der Dienst verarbeitet viele kleine Anfragen parallel. Automatisierte Tests prüfen zentrale Funktionen vor jeder Veröffentlichung. Eine Warteschlange entkoppelt langsame Hintergrundaufgaben.
test-00022,test,1,near_duplicate,add_sentence,doc-0263,doc-0263-variant,environment,environment,"Die Gemeinde informiert über Maßnahmen gegen unnötigen Müll. Die Stadt erweitert das Netz sicherer Fahrradwege. Die Messstation erfasst Luftqualität und Lärm zu verschiedenen Tageszeiten. Regionale Produkte vermeiden lange Transportwege. Ein sparsamer Umgang mit Wasser schützt lokale Reserven. Solaranlagen liefern auch an kühlen Tagen elektrische Energie. Viele Haushalte trennen Papier, Glas und Bioabfall. Bäume senken im Sommer die Temperatur dicht bebauter Straßen. Neue Gebäude benötigen weniger Energie für Heizung und Kühlung.","Die Gemeinde informiert über Maßnahmen gegen unnötigen Müll. Die Stadt erweitert das Netz sicherer Fahrradwege. Der Fluss wird regelmäßig auf Schadstoffe untersucht. Die Messstation erfasst Luftqualität und Lärm zu verschiedenen Tageszeiten. Regionale Produkte vermeiden lange Transportwege. Ein sparsamer Umgang mit Wasser schützt lokale Reserven. Solaranlagen liefern auch an kühlen Tagen elektrische Energie. Viele Haushalte trennen Papier, Glas und Bioabfall. Bäume senken im Sommer die Temperatur dicht bebauter Straßen. Neue Gebäude benötigen weniger Energie für Heizung und Kühlung."
test-00023,test,0,easy_negative_different_topic,none,doc-0256,doc-0280,work,daily_life,"Die Projektleitung priorisiert Aufgaben nach Nutzen und Aufwand. Regelmäßige Gespräche verbessern die Zusammenarbeit im Team. Das Team bespricht am Morgen die wichtigsten Aufgaben des Tages. Pausen und feste Arbeitszeiten helfen, langfristig leistungsfähig zu bleiben. Wissen wird in verständlichen Dokumenten für andere festgehalten. Ein ruhiger Arbeitsplatz unterstützt konzentriertes Arbeiten. Komplexe Aufgaben werden in kleine überprüfbare Schritte zerlegt. Die Qualität eines Ergebnisses wird anhand vorher definierter Kriterien geprüft.",Nach dem Essen wird die Küche gemeinsam aufgeräumt. Der Bus fährt werktags alle zehn Minuten. Am Wochenende wird das Fahrrad gründlich gereinigt. Die Nachbarn teilen sich einige selten benötigte Werkzeuge. Vor dem Urlaub werden Fenster und elektrische Geräte kontrolliert. Eine Einkaufsliste verhindert unnötige spontane Käufe. Am Morgen öffnet die Bäckerei bereits vor sieben Uhr. Gemeinsame Mahlzeiten bieten Zeit für ruhige Gespräche.
test-00024,test,1,near_duplicate,add_sentence,doc-0252,doc-0252-variant,technology,technology,"Ein klarer Vertrag zwischen Modulen verhindert unnötige Abhängigkeiten. Der Dienst verarbeitet viele kleine Anfragen parallel. Messwerte zeigen, an welcher Stelle die meiste Zeit verloren geht. Die Konfiguration wird getrennt vom Programmcode verwaltet. Protokolle helfen bei der Suche nach seltenen Fehlern. Eine stabile Schnittstelle erleichtert die Integration neuer Komponenten. Automatisierte Tests prüfen zentrale Funktionen vor jeder Veröffentlichung. Die Architektur trennt Geschäftslogik und Benutzerschnittstelle. Große Datenmengen werden schrittweise statt vollständig im Speicher verarbeitet.","Ein klarer Vertrag zwischen Modulen verhindert unnötige Abhängigkeiten. Der Dienst verarbeitet viele kleine Anfragen parallel. Messwerte zeigen, an welcher Stelle die meiste Zeit verloren geht. Die Konfiguration wird getrennt vom Programmcode verwaltet. Protokolle helfen bei der Suche nach seltenen Fehlern. Eine stabile Schnittstelle erleichtert die Integration neuer Komponenten. Automatisierte Tests prüfen zentrale Funktionen vor jeder Veröffentlichung. Das Entwicklungsteam überwacht die Anwendung mit automatisierten Metriken. Die Architektur trennt Geschäftslogik und Benutzerschnittstelle. Große Datenmengen werden schrittweise statt vollständig im Speicher verarbeitet."
test-00025,test,0,hard_negative_same_topic,none,doc-0297,doc-0247,science,science,Ein Kontrollversuch hilft bei der Interpretation des Ergebnisses. Unsicherheit wird zusammen mit dem Messwert angegeben. Ausreißer werden geprüft und nicht automatisch entfernt. Eine grafische Darstellung macht auffällige Muster sichtbar. Die Schlussfolgerung darf nicht über die erhobenen Daten hinausgehen. Ein Modell vereinfacht die Wirklichkeit und hat deshalb klare Grenzen. Die Analyse trennt Korrelation und tatsächliche Ursache. Offene Daten erleichtern die unabhängige Überprüfung einer Untersuchung.,Eine Hypothese muss durch beobachtbare Daten überprüfbar sein. Ein Kontrollversuch hilft bei der Interpretation des Ergebnisses. Die Genauigkeit steigt häufig mit der Zahl sauberer Beobachtungen. Eine grafische Darstellung macht auffällige Muster sichtbar. Die Schlussfolgerung darf nicht über die erhobenen Daten hinausgehen. Unsicherheit wird zusammen mit dem Messwert angegeben. Ein Modell vereinfacht die Wirklichkeit und hat deshalb klare Grenzen. Die Analyse trennt Korrelation und tatsächliche Ursache. Die Stichprobe sollte die untersuchte Gruppe möglichst gut abbilden.
test-00026,test,0,hard_negative_same_topic,none,doc-0246,doc-0256,work,work,"Neue Mitarbeitende erhalten eine strukturierte Einführung. Automatisierung reduziert wiederkehrende manuelle Tätigkeiten. Die Besprechung endet mit klaren nächsten Schritten. Rückfragen werden möglichst früh und konkret formuliert. Ein ruhiger Arbeitsplatz unterstützt konzentriertes Arbeiten. Pausen und feste Arbeitszeiten helfen, langfristig leistungsfähig zu bleiben. Die Qualität eines Ergebnisses wird anhand vorher definierter Kriterien geprüft.","Die Projektleitung priorisiert Aufgaben nach Nutzen und Aufwand. Regelmäßige Gespräche verbessern die Zusammenarbeit im Team. Das Team bespricht am Morgen die wichtigsten Aufgaben des Tages. Pausen und feste Arbeitszeiten helfen, langfristig leistungsfähig zu bleiben. Wissen wird in verständlichen Dokumenten für andere festgehalten. Ein ruhiger Arbeitsplatz unterstützt konzentriertes Arbeiten. Komplexe Aufgaben werden in kleine überprüfbare Schritte zerlegt. Die Qualität eines Ergebnisses wird anhand vorher definierter Kriterien geprüft."
test-00027,test,1,near_duplicate,delete_words,doc-0266,doc-0266-variant,work,work,"Neue Mitarbeitende erhalten eine strukturierte Einführung. Eine realistische Planung berücksichtigt auch unerwartete Probleme. Regelmäßige Gespräche verbessern die Zusammenarbeit im Team. Wissen wird in verständlichen Dokumenten für andere festgehalten. Ein ruhiger Arbeitsplatz unterstützt konzentriertes Arbeiten. Pausen und feste Arbeitszeiten helfen, langfristig leistungsfähig zu bleiben.","Mitarbeitende erhalten eine strukturierte Einführung. Eine realistische Planung berücksichtigt auch unerwartete Probleme. Regelmäßige Gespräche verbessern die Zusammenarbeit im Team. Wissen wird in verständlichen Dokumenten für andere festgehalten. Ein ruhiger Arbeitsplatz unterstützt Arbeiten. Pausen und feste Arbeitszeiten helfen, langfristig leistungsfähig zu bleiben."
